Date,001M,002M,003M,006M,009M,012M,018M,024M,036M,048M,060M,084M,120M,180M,240M,300M,360M
20091102,0.027055415,0.027995606,0.051235058,0.16054074,0.262756736,0.379770325,0.645312394,0.921289634,1.456599979,1.926759805,2.333873573,3.002008213,3.448787417,3.837553666,4.057857664,4.191406782,4.27052407
20091103,0.037832742,0.032998189,0.051673341,0.159604637,0.256140664,0.36993629,0.641809489,0.922660124,1.455725921,1.936936705,2.35786034,3.043727452,3.497661946,3.894636401,4.119713222,4.256908096,4.336768264
20091104,0.048945914,0.03642739,0.050626361,0.156763317,0.245323081,0.354627796,0.623499598,0.913937152,1.46075275,1.953953081,2.381933174,3.086640202,3.555581485,3.961783991,4.187619571,4.324673386,4.405229376
20091105,0.045592716,0.027607597,0.044706413,0.156845128,0.23774332,0.345627727,0.605154428,0.888562904,1.429361551,1.916074144,2.343678236,3.061439516,3.557032646,3.970544568,4.192428719,4.325126055,4.404125028
20091106,0.062573734,0.040651758,0.053843719,0.162369598,0.235210296,0.334461082,0.585855028,0.85772827,1.395376933,1.888341481,2.309747016,3.020648273,3.536684129,3.960796347,4.186570371,4.322578466,4.403244714
20091109,0.053199147,0.038377322,0.056213994,0.163730833,0.235187136,0.334259577,0.59258523,0.866819547,1.404324349,1.887081076,2.30853251,3.016385335,3.524751009,3.951072556,4.183979284,4.32263472,4.405163857
20091110,0.061927067,0.050237395,0.065736785,0.159829407,0.230777634,0.327511057,0.57584734,0.85057561,1.384529392,1.875302458,2.307264927,3.011218268,3.510382841,3.944126182,4.186430918,4.332621738,4.418282413
20091111,0.059349416,0.049070704,0.062946764,0.158952252,0.229224851,0.325674715,0.575479068,0.850512798,1.381877033,1.871729803,2.304026988,3.011022498,3.479652606,3.911403593,4.168524779,4.326964347,4.418461821
20091112,0.059166689,0.045961707,0.063629403,0.154819753,0.223268236,0.322602587,0.565262499,0.83260701,1.350182335,1.840220401,2.272186042,2.975966419,3.439465037,3.874869962,4.13911342,4.303341111,4.397678602
20091113,0.055976324,0.049135169,0.06428286,0.165142044,0.231060811,0.326610909,0.57142882,0.833216695,1.347178514,1.846787901,2.277320794,2.966215516,3.420535006,3.843983905,4.100900993,4.262199132,4.357456424
20091116,0.05153082,0.049979227,0.068128022,0.163138271,0.22086825,0.30880393,0.541758906,0.793279442,1.295100488,1.78014225,2.20717978,2.89433218,3.339096641,3.760334725,4.020328123,4.182487662,4.278680372
20091117,0.048080567,0.043786511,0.059942315,0.158471311,0.215591737,0.301436436,0.535382106,0.785965743,1.27790006,1.760472639,2.188400861,2.873251355,3.327657586,3.751158322,4.008123672,4.168527081,4.262814184
20091118,0.031406071,0.013985462,0.026929711,0.143720529,0.209641168,0.291420461,0.519305403,0.776582143,1.28218001,1.778984166,2.216078922,2.920644062,3.367293713,3.789346739,4.046197071,4.207072125,4.302024974
20091119,0.023218867,0.001164821,0.015025704,0.12646881,0.187142552,0.268617936,0.485349743,0.734302683,1.235687662,1.734039486,2.1747216,2.886058451,3.340713517,3.766990871,4.025426819,4.186806467,4.282405273
20091120,0.032600103,0.001365525,0.016554951,0.140475742,0.196153762,0.275011565,0.506418888,0.759151987,1.260525902,1.767605354,2.209675624,2.924714303,3.372324006,3.790848127,4.045025701,4.205097781,4.29909402
20091123,0.03630589,0.006355415,0.022727898,0.143410104,0.207423537,0.289897179,0.51165439,0.762917773,1.27731198,1.766980533,2.198061675,2.902648292,3.355536456,3.776353452,4.03041548,4.187783879,4.281594502
20091124,0.04598753,0.029308083,0.041337605,0.135415336,0.193522846,0.271931163,0.479686954,0.718964783,1.222474915,1.698473647,2.123392174,2.827362365,3.310335235,3.745581581,4.00128636,4.159220941,4.252473668
20091125,0.062973821,0.035870957,0.045432838,0.141416589,0.187401757,0.263599049,0.488644455,0.741584528,1.227221842,1.689793282,2.103728221,2.78178132,3.278980061,3.724990287,3.984841867,4.145020092,4.240486229
20091126,0.058881432,0.034258372,0.045048051,0.141655816,0.187066077,0.262883975,0.48755219,0.74154172,1.232588063,1.693065935,2.103740479,2.783299645,3.278963445,3.724798544,3.985531121,4.146438728,4.242246613
20091127,0.056127068,0.017088485,0.025493456,0.138331381,0.182073497,0.250531978,0.45618326,0.683199698,1.150256584,1.628195107,2.042156184,2.698400826,3.220158349,3.680657998,3.946386556,4.110588708,4.208256634
20091130,0.073060271,0.045555158,0.055598551,0.156058304,0.196602223,0.259569017,0.451898371,0.668585271,1.128700171,1.588691604,2.002312857,2.689584736,3.212586076,3.67385281,3.940454685,4.103239628,4.200648175
20091201,0.069597527,0.043940105,0.049213142,0.144754536,0.190015657,0.2557761,0.454902017,0.677615117,1.143956857,1.613101781,2.038890919,2.747722512,3.293689256,3.762435443,4.025084043,4.184445657,4.27913308
20091202,0.082663076,0.044302178,0.042924976,0.148543577,0.203698192,0.278436909,0.494302893,0.730644889,1.19090314,1.66569502,2.091779107,2.794919498,3.320441445,3.769298337,4.017304468,4.167767313,4.25817103
20091203,0.08585974,0.043326336,0.041690185,0.150394468,0.208802626,0.283080079,0.496717153,0.729869209,1.214028395,1.690993846,2.122189348,2.854378872,3.392466791,3.846746682,4.095180628,4.244887079,4.33514633
20091204,0.082850653,0.040656618,0.049762096,0.177168257,0.259863937,0.356059964,0.593596959,0.842935406,1.341460379,1.823168565,2.248701583,2.971429888,3.48020749,3.915595498,4.158493207,4.306796704,4.395408191
20091207,0.068187643,0.017868804,0.024823708,0.154475185,0.224285375,0.310686117,0.533104359,0.772484463,1.266682676,1.746613278,2.178887625,2.911364991,3.438106899,3.889355034,4.141908666,4.294075965,4.385426487
20091208,0.065601284,0.022405283,0.023557914,0.139447818,0.207665155,0.290321563,0.503777127,0.733514786,1.205384339,1.679972916,2.114645687,2.853955317,3.390699932,3.85683566,4.120600376,4.280899003,4.375486357
20091209,0.015387439,0.009057886,0.024332845,0.145489092,0.217861943,0.304456318,0.524361091,0.763512189,1.234997784,1.715535194,2.154976429,2.899358616,3.441562241,3.908324562,4.167787936,4.324958778,4.418518583
20091210,0.014882665,0.008566954,0.025419816,0.150608661,0.233362599,0.325965219,0.553131969,0.786278695,1.250531208,1.744717748,2.198939853,2.959297522,3.503469299,3.977302928,4.244253683,4.406099008,4.502102442
20091211,0.015254369,0.009358019,0.031469196,0.161845347,0.248574798,0.346770464,0.579450724,0.820387377,1.300047787,1.807346038,2.264168673,3.028304928,3.557563549,4.007626703,4.25649559,4.40760541,4.497571371
20091214,0.013685965,0.00822559,0.030593904,0.163526637,0.257330109,0.364151346,0.618836751,0.870151049,1.350035608,1.847970292,2.299003983,3.041231392,3.554924894,3.995605116,4.242062663,4.390330316,4.479064833
20091215,0.018462361,0.021428282,0.043341878,0.168651304,0.282405109,0.395429851,0.629092082,0.872056226,1.370291131,1.881794418,2.339677223,3.069026657,3.590928067,4.035499581,4.281488717,4.429688065,4.517297733
20091216,0.012937598,0.016452047,0.037434191,0.165854091,0.273743604,0.381357846,0.613130734,0.86283727,1.363947488,1.88536914,2.347571328,3.08313554,3.6022757,4.044622273,4.287185207,4.433398411,4.520546019
20091217,0.013014844,0.020965963,0.041690185,0.15268603,0.249837925,0.345687405,0.554104044,0.779700154,1.264592815,1.773362379,2.22995129,2.969350165,3.487465686,3.93198069,4.178496931,4.327588315,4.416651078
20091218,0.014012658,0.022876928,0.048055071,0.168054539,0.259957994,0.357391196,0.582606787,0.822455294,1.316904723,1.837665513,2.295462718,3.033679925,3.547162218,3.982901152,4.223154721,4.369086775,4.456041668
20091221,0.013921547,0.025343006,0.051740833,0.175071783,0.283006818,0.394071586,0.637030037,0.890158306,1.409391892,1.942545645,2.414273824,3.165291481,3.678911116,4.10521781,4.334941636,4.471251553,4.553489992
20091222,0.022441124,0.047504903,0.073263502,0.165785184,0.28563367,0.410446153,0.67373331,0.942082066,1.478151744,2.010358871,2.482240485,3.235796336,3.754410962,4.175274868,4.395473696,4.525779386,4.603336195
20091223,0.01805213,0.03374586,0.057836926,0.172982819,0.288121145,0.410014942,0.683548114,0.969369522,1.503978542,2.03453514,2.500021227,3.249385054,3.749212664,4.166522963,4.388740375,4.521634317,4.601054989
